passage_id,book,model_key,model_name,s_f1,s_f2,s_f3,s_f4,i_f1,i_f2,i_f3,i_f4,delta_f1,delta_f2,delta_f3,delta_f4
time_machine_005,time_machine,phi,phi4-mini,0.4814,1.0,0.177757,0.515464,0.24975,1.0,0.23584,1.212121,0.23165,0.0,-0.058083,-0.696657
time_machine_006,time_machine,phi,phi4-mini,0.41665,1.0,0.203845,1.081081,0.35825,1.0,0.2891,2.222222,0.0584,0.0,-0.085255,-1.141141
time_machine_007,time_machine,phi,phi4-mini,0.2117,1.0,0.077911,1.257862,0.25475,1.0,0.128967,0.699301,-0.04305,0.0,-0.051056,0.558561
time_machine_008,time_machine,phi,phi4-mini,0.45895,1.0,0.316231,0.0,0.3062,1.0,0.6124,0.0,0.15275,0.0,-0.296169,0.0
time_machine_009,time_machine,phi,phi4-mini,0.2787,1.0,0.148518,1.734104,0.45585,1.0,0.331467,0.738007,-0.17715,0.0,-0.182949,0.996097
time_machine_010,time_machine,phi,phi4-mini,0.1161,1.0,0.422333,0.520833,0.252,1.0,0.091243,1.086957,-0.1359,0.0,0.33109,-0.566124
time_machine_011,time_machine,phi,phi4-mini,0.20195,1.0,0.101946,0.485437,0.1868,1.0,0.217143,0.0,0.01515,0.0,-0.115197,0.485437
time_machine_012,time_machine,phi,phi4-mini,0.3089,1.0,0.201644,1.183432,0.4061,1.0,0.3,0.485437,-0.0972,0.0,-0.098356,0.697995
time_machine_013,time_machine,phi,phi4-mini,0.27495,1.0,0.230436,0.0,0.455,1.0,0.235429,0.754717,-0.18005,0.0,-0.004993,-0.754717
time_machine_014,time_machine,phi,phi4-mini,0.4015,1.0,0.177912,0.0,0.125,1.0,0.27824,0.967742,0.2765,0.0,-0.100328,-0.967742
time_machine_015,time_machine,phi,phi4-mini,0.49675,1.0,0.513733,1.734104,0.10115,1.0,0.10115,1.515152,0.3956,0.0,0.412583,0.218952
time_machine_016,time_machine,phi,phi4-mini,0.1508,1.0,0.277864,1.578947,0.1582,1.0,0.3164,0.0,-0.0074,0.0,-0.038536,1.578947
time_machine_017,time_machine,phi,phi4-mini,0.2188,1.0,0.318975,1.086957,0.24975,1.0,0.213057,0.591716,-0.03095,0.0,0.105918,0.495241
time_machine_018,time_machine,phi,phi4-mini,0.0871,1.0,0.078992,0.555556,0.38015,1.0,0.185887,0.341297,-0.29305,0.0,-0.106895,0.214259
time_machine_019,time_machine,phi,phi4-mini,0.41495,1.0,0.343293,0.546448,0.4258,1.0,0.23365,0.732601,-0.01085,0.0,0.109643,-0.186153
time_machine_020,time_machine,phi,phi4-mini,0.38075,1.0,0.20965,2.684564,0.07655,1.0,0.246143,0.920245,0.3042,0.0,-0.036493,1.764319
time_machine_021,time_machine,phi,phi4-mini,0.4696,1.0,0.18332,1.04712,0.46625,1.0,0.605767,1.438849,0.00335,0.0,-0.422447,-0.391729
time_machine_022,time_machine,phi,phi4-mini,0.466,1.0,0.119008,1.020408,0.48425,1.0,0.352675,1.09589,-0.01825,0.0,-0.233667,-0.075482
time_machine_023,time_machine,phi,phi4-mini,0.48315,1.0,0.338471,1.030928,0.3982,1.0,0.24795,0.0,0.08495,0.0,0.090521,1.030928
time_machine_024,time_machine,phi,phi4-mini,0.4835,1.0,0.184685,0.0,0.1471,1.0,0.0917,0.0,0.3364,0.0,0.092985,0.0
time_machine_025,time_machine,phi,phi4-mini,0.3753,1.0,0.219225,1.257862,0.42995,1.0,0.174362,0.338983,-0.05465,0.0,0.044863,0.918879
time_machine_026,time_machine,phi,phi4-mini,0.48945,1.0,0.271308,0.438596,0.28595,1.0,0.257125,1.55642,0.2035,0.0,0.014183,-1.117824
time_machine_027,time_machine,phi,phi4-mini,0.47945,1.0,0.217636,1.5625,0.38585,1.0,0.144686,1.438849,0.0936,0.0,0.07295,0.123651
time_machine_028,time_machine,phi,phi4-mini,0.4531,1.0,0.314129,1.273885,0.1909,1.0,0.3818,0.0,0.2622,0.0,-0.067671,1.273885
time_machine_029,time_machine,phi,phi4-mini,0.23105,1.0,0.150458,0.574713,0.4629,1.0,0.269875,0.613497,-0.23185,0.0,-0.119417,-0.038784
time_machine_030,time_machine,phi,phi4-mini,0.43465,1.0,0.283653,0.510204,0.39075,1.0,0.10477,1.060071,0.0439,0.0,0.178883,-0.549867
time_machine_031,time_machine,phi,phi4-mini,0.3548,1.0,0.1418,0.584795,0.3548,1.0,0.376,1.219512,0.0,0.0,-0.2342,-0.634717
time_machine_032,time_machine,phi,phi4-mini,0.22485,1.0,0.242625,0.671141,0.4654,1.0,0.186745,0.546448,-0.24055,0.0,0.05588,0.124693
time_machine_033,time_machine,phi,phi4-mini,0.35995,1.0,0.172656,0.888889,0.2553,1.0,0.135775,0.0,0.10465,0.0,0.036881,0.888889
time_machine_034,time_machine,phi,phi4-mini,0.492,1.0,0.36172,1.724138,0.47015,1.0,0.582567,0.35461,0.02185,0.0,-0.220847,1.369528
time_machine_035,time_machine,phi,phi4-mini,0.4155,1.0,0.423237,0.0,0.4486,1.0,0.312064,1.092896,-0.0331,0.0,0.111173,-1.092896
time_machine_036,time_machine,phi,phi4-mini,0.48675,1.0,0.3684,0.0,0.35035,1.0,0.231067,1.534527,0.1364,0.0,0.137333,-1.534527
time_machine_037,time_machine,phi,phi4-mini,0.26705,1.0,0.299381,0.966184,0.41275,1.0,0.24232,0.869565,-0.1457,0.0,0.057061,0.096619
time_machine_038,time_machine,phi,phi4-mini,0.475,1.0,0.283144,2.01005,0.465,1.0,0.304329,0.0,0.01,0.0,-0.021185,2.01005
time_machine_039,time_machine,phi,phi4-mini,0.44665,1.0,0.37665,1.657459,0.1203,1.0,0.171043,1.052632,0.32635,0.0,0.205607,0.604827
time_machine_040,time_machine,phi,phi4-mini,0.2176,1.0,0.172673,0.621118,0.25465,1.0,0.25465,1.25,-0.03705,0.0,-0.081977,-0.628882
time_machine_041,time_machine,phi,phi4-mini,0.4198,1.0,0.217189,1.578947,0.4526,1.0,0.253362,0.641026,-0.0328,0.0,-0.036173,0.937921
time_machine_042,time_machine,phi,phi4-mini,0.3141,1.0,0.178986,1.428571,0.45555,1.0,0.541175,0.0,-0.14145,0.0,-0.362189,1.428571
time_machine_043,time_machine,phi,phi4-mini,0.3505,1.0,0.4328,1.960784,0.20095,1.0,0.199217,0.0,0.14955,0.0,0.233583,1.960784
time_machine_044,time_machine,phi,phi4-mini,0.38135,1.0,0.162323,1.176471,0.07155,1.0,0.1501,0.310559,0.3098,0.0,0.012223,0.865912
time_machine_045,time_machine,phi,phi4-mini,0.2794,1.0,0.27219,0.529101,0.08895,1.0,0.117825,0.595238,0.19045,0.0,0.154365,-0.066137
time_machine_046,time_machine,phi,phi4-mini,0.48655,1.0,0.260785,0.0,0.27115,1.0,0.14985,0.869565,0.2154,0.0,0.110935,-0.869565
time_machine_047,time_machine,phi,phi4-mini,0.4786,1.0,0.31269,1.648352,0.36315,1.0,0.32792,0.395257,0.11545,0.0,-0.01523,1.253095
time_machine_048,time_machine,phi,phi4-mini,0.3766,1.0,0.247308,0.995025,0.11175,1.0,0.03725,0.684932,0.26485,0.0,0.210058,0.310093
time_machine_049,time_machine,phi,phi4-mini,0.4422,1.0,0.154814,0.520833,0.064,1.0,0.064,1.086957,0.3782,0.0,0.090814,-0.566124
we_000,we,phi,phi4-mini,0.4218,1.0,0.360312,1.775148,0.064,1.0,0.03225,0.613497,0.3578,0.0,0.328062,1.161651
we_001,we,phi,phi4-mini,0.48055,1.0,0.447562,2.116402,0.148,1.0,0.186175,1.195219,0.33255,0.0,0.261387,0.921183
we_002,we,phi,phi4-mini,0.14545,1.0,0.323111,0.529101,0.38585,1.0,0.329533,1.015228,-0.2404,0.0,-0.006422,-0.486127
we_003,we,phi,phi4-mini,0.4674,1.0,0.62114,0.75188,0.45655,1.0,0.300717,0.3125,0.01085,0.0,0.320423,0.43938
we_004,we,phi,phi4-mini,0.35215,1.0,0.317892,2.162162,0.4504,1.0,0.277686,1.403509,-0.09825,0.0,0.040206,0.758653
we_005,we,phi,phi4-mini,0.282,1.0,0.26392,0.564972,0.34435,1.0,0.17724,1.365188,-0.06235,0.0,0.08668,-0.800216
we_006,we,phi,phi4-mini,0.4916,1.0,0.5741,0.0,0.443,1.0,0.195233,0.561798,0.0486,0.0,0.378867,-0.561798
we_007,we,phi,phi4-mini,0.39675,1.0,0.333367,0.0,0.46155,1.0,0.43504,1.010101,-0.0648,0.0,-0.101673,-1.010101
we_008,we,phi,phi4-mini,0.3786,1.0,0.235478,1.538462,0.1242,1.0,0.104737,1.181102,0.2544,0.0,0.130741,0.35736
we_009,we,phi,phi4-mini,0.4832,1.0,0.5621,2.797203,0.29295,1.0,0.110667,1.904762,0.19025,0.0,0.451433,0.892441
we_010,we,phi,phi4-mini,0.23985,1.0,0.12265,3.125,0.3825,1.0,0.418475,0.398406,-0.14265,0.0,-0.295825,2.726594
we_011,we,phi,phi4-mini,0.3434,1.0,0.142275,1.621622,0.1806,1.0,0.046987,0.406504,0.1628,0.0,0.095288,1.215118
we_012,we,phi,phi4-mini,0.4445,1.0,0.3589,2.604167,0.11315,1.0,0.293825,0.574713,0.33135,0.0,0.065075,2.029454
we_013,we,phi,phi4-mini,0.45155,1.0,0.215825,1.807229,0.4473,1.0,0.230836,0.298507,0.00425,0.0,-0.015011,1.508722
we_014,we,phi,phi4-mini,0.143,1.0,0.089954,0.0,0.05135,1.0,0.034233,0.0,0.09165,0.0,0.055721,0.0
we_015,we,phi,phi4-mini,0.0322,1.0,0.116317,1.694915,0.45155,1.0,0.231278,1.29199,-0.41935,0.0,-0.114961,0.402925
we_016,we,phi,phi4-mini,0.3562,1.0,0.3637,0.0,0.11315,1.0,0.33305,0.0,0.24305,0.0,0.03065,0.0
we_017,we,phi,phi4-mini,0.16,1.0,0.19445,2.162162,0.0129,1.0,0.1744,0.775194,0.1471,0.0,0.02005,1.386968
we_018,we,phi,phi4-mini,0.36255,1.0,0.288571,1.098901,0.45455,1.0,0.229837,1.384083,-0.092,0.0,0.058734,-0.285182
we_019,we,phi,phi4-mini,0.4457,1.0,0.44185,0.564972,0.064,1.0,0.127156,0.298507,0.3817,0.0,0.314694,0.266465
we_020,we,phi,phi4-mini,0.1396,1.0,0.18132,1.129944,0.4763,1.0,0.484675,1.04712,-0.3367,0.0,-0.303355,0.082824
we_021,we,phi,phi4-mini,0.1472,1.0,0.193114,1.95122,0.064,1.0,0.09518,0.0,0.0832,0.0,0.097934,1.95122
we_022,we,phi,phi4-mini,0.4526,1.0,0.398875,1.142857,0.35015,1.0,0.23096,1.069519,0.10245,0.0,0.167915,0.073338
we_023,we,phi,phi4-mini,0.0376,1.0,0.312571,1.219512,0.4063,1.0,0.307825,0.0,-0.3687,0.0,0.004746,1.219512
we_024,we,phi,phi4-mini,0.37895,1.0,0.37878,0.574713,0.1909,1.0,0.215675,0.625,0.18805,0.0,0.163105,-0.050287
we_025,we,phi,phi4-mini,0.4416,1.0,0.201743,0.0,0.3715,1.0,0.2741,0.383142,0.0701,0.0,-0.072357,-0.383142
we_026,we,phi,phi4-mini,0.37865,1.0,0.3325,1.136364,0.29015,1.0,0.2106,0.75188,0.0885,0.0,0.1219,0.384484
we_027,we,phi,phi4-mini,0.44335,1.0,0.1935,2.762431,0.125,1.0,0.162171,0.566572,0.31835,0.0,0.031329,2.195859
we_028,we,phi,phi4-mini,0.4624,1.0,0.3019,1.630435,0.4741,1.0,0.312812,1.033592,-0.0117,0.0,-0.010912,0.596843
we_029,we,phi,phi4-mini,0.4871,1.0,0.207023,0.609756,0.1806,1.0,0.351433,1.067616,0.3065,0.0,-0.14441,-0.45786
we_030,we,phi,phi4-mini,0.35015,1.0,0.4286,2.352941,0.4158,1.0,0.315329,1.897019,-0.06565,0.0,0.113271,0.455922
we_031,we,phi,phi4-mini,0.398,1.0,0.218536,0.558659,0.4088,1.0,0.171417,0.716846,-0.0108,0.0,0.047119,-0.158187
we_032,we,phi,phi4-mini,0.0866,1.0,0.213367,1.639344,0.1806,1.0,0.07464,0.0,-0.094,0.0,0.138727,1.639344
we_033,we,phi,phi4-mini,0.4675,1.0,0.17979,1.675978,0.36755,1.0,0.36755,0.657895,0.09995,0.0,-0.18776,1.018083
we_034,we,phi,phi4-mini,0.4323,1.0,0.258362,1.298701,0.35015,1.0,0.18845,0.967742,0.08215,0.0,0.069912,0.330959
we_035,we,phi,phi4-mini,0.2294,1.0,0.236643,4.232804,0.31245,1.0,0.6249,0.0,-0.08305,0.0,-0.388257,4.232804
we_036,we,phi,phi4-mini,0.4881,1.0,0.386925,0.543478,0.43895,1.0,0.33774,0.613497,0.04915,0.0,0.049185,-0.070019
we_037,we,phi,phi4-mini,0.08965,1.0,0.199958,1.507538,0.21645,1.0,0.161325,1.503759,-0.1268,0.0,0.038633,0.003779
we_038,we,phi,phi4-mini,0.367,1.0,0.218625,0.628931,0.3204,1.0,0.26243,0.318471,0.0466,0.0,-0.043805,0.31046
we_039,we,phi,phi4-mini,0.2325,1.0,0.212767,1.948052,0.4559,1.0,0.35236,1.0,-0.2234,0.0,-0.139593,0.948052
we_040,we,phi,phi4-mini,0.4727,1.0,0.226615,0.540541,0.3243,1.0,0.08182,0.398406,0.1484,0.0,0.144795,0.142135
we_041,we,phi,phi4-mini,0.49225,1.0,0.632825,1.242236,0.47985,1.0,0.323771,0.726392,0.0124,0.0,0.309054,0.515844
we_042,we,phi,phi4-mini,0.48,1.0,0.31222,0.571429,0.25465,1.0,0.27405,0.346021,0.22535,0.0,0.03817,0.225408
we_043,we,phi,phi4-mini,0.45995,1.0,0.13,0.571429,0.36345,1.0,0.308267,0.3861,0.0965,0.0,-0.178267,0.185329
we_044,we,phi,phi4-mini,0.31265,1.0,0.106611,0.52356,0.4422,1.0,0.183062,0.75188,-0.12955,0.0,-0.076451,-0.22832
we_045,we,phi,phi4-mini,0.47465,1.0,0.530783,5.063291,0.3548,1.0,0.258778,0.359712,0.11985,0.0,0.272005,4.703579
we_046,we,phi,phi4-mini,0.49105,1.0,0.380878,2.116402,0.4365,1.0,0.25845,1.098901,0.05455,0.0,0.122428,1.017501
we_047,we,phi,phi4-mini,0.3609,1.0,0.500383,0.0,0.46075,1.0,0.187291,1.477833,-0.09985,0.0,0.313092,-1.477833
we_048,we,phi,phi4-mini,0.12165,1.0,0.403045,2.185792,0.41265,1.0,0.270367,1.381215,-0.291,0.0,0.132678,0.804577
we_049,we,phi,phi4-mini,0.25635,1.0,0.276486,0.546448,0.35625,1.0,0.239171,0.729927,-0.0999,0.0,0.037315,-0.183479
1984_000,1984,qwen,qwen2.5:14b,0.16565,1.0,0.2849,0.621118,0.1806,1.0,0.655725,2.189781,-0.01495,0.0,-0.370825,-1.568663
1984_001,1984,qwen,qwen2.5:14b,0.25465,1.0,0.250308,2.941176,0.45765,1.0,0.44155,3.875969,-0.203,0.0,-0.191242,-0.934793
1984_002,1984,qwen,qwen2.5:14b,0.1423,1.0,0.224067,0.595238,0.46845,1.0,0.491925,2.439024,-0.32615,0.0,-0.267858,-1.843786
1984_003,1984,qwen,qwen2.5:14b,0.4488,1.0,0.40975,1.785714,0.47975,1.0,0.5697,0.787402,-0.03095,0.0,-0.15995,0.998312
1984_004,1984,qwen,qwen2.5:14b,0.43145,1.0,0.299367,2.906977,0.4593,1.0,0.4243,0.819672,-0.02785,0.0,-0.124933,2.087305
1984_005,1984,qwen,qwen2.5:14b,0.15205,1.0,0.27796,0.628931,0.42555,1.0,0.35345,1.574803,-0.2735,0.0,-0.07549,-0.945872
1984_006,1984,qwen,qwen2.5:14b,0.40125,1.0,0.3417,0.662252,0.47885,1.0,0.552325,2.5,-0.0776,0.0,-0.210625,-1.837748
1984_007,1984,qwen,qwen2.5:14b,0.4789,1.0,0.40302,1.219512,0.1673,1.0,0.333775,0.806452,0.3116,0.0,0.069245,0.41306
1984_008,1984,qwen,qwen2.5:14b,0.237,1.0,0.097408,2.777778,0.29295,1.0,0.220133,3.191489,-0.05595,0.0,-0.122725,-0.413711
1984_009,1984,qwen,qwen2.5:14b,0.4648,1.0,0.368046,0.60241,0.43895,1.0,0.3607,1.694915,0.02585,0.0,0.007346,-1.092505
1984_010,1984,qwen,qwen2.5:14b,0.3208,1.0,0.33515,1.30719,0.46965,1.0,0.388625,3.478261,-0.14885,0.0,-0.053475,-2.171071
1984_011,1984,qwen,qwen2.5:14b,0.4201,1.0,0.293611,0.598802,0.4806,1.0,0.710375,2.34375,-0.0605,0.0,-0.416764,-1.744948
1984_012,1984,qwen,qwen2.5:14b,0.2851,1.0,0.381643,1.388889,0.32985,1.0,0.459675,0.943396,-0.04475,0.0,-0.078032,0.445493
1984_013,1984,qwen,qwen2.5:14b,0.43825,1.0,0.20112,1.067616,0.38935,1.0,0.3442,1.123596,0.0489,0.0,-0.14308,-0.05598
1984_014,1984,qwen,qwen2.5:14b,0.4732,1.0,0.425756,1.685393,0.26335,1.0,0.41805,2.803738,0.20985,0.0,0.007706,-1.118345
1984_015,1984,qwen,qwen2.5:14b,0.49345,1.0,0.429029,0.632911,0.4593,1.0,0.363025,2.777778,0.03415,0.0,0.066004,-2.144867
1984_016,1984,qwen,qwen2.5:14b,0.3527,1.0,0.631667,0.746269,0.0129,1.0,0.2562,2.752294,0.3398,0.0,0.375467,-2.006025
1984_017,1984,qwen,qwen2.5:14b,0.4088,1.0,0.553457,1.212121,0.24795,1.0,0.322225,2.5,0.16085,0.0,0.231232,-1.287879
1984_018,1984,qwen,qwen2.5:14b,0.41205,1.0,0.369417,1.459854,0.455,1.0,0.573167,2.150538,-0.04295,0.0,-0.20375,-0.690684
1984_019,1984,qwen,qwen2.5:14b,0.4883,1.0,0.63075,1.25,0.47465,1.0,0.475325,0.0,0.01365,0.0,0.155425,1.25
1984_020,1984,qwen,qwen2.5:14b,0.34795,1.0,0.372029,0.632911,0.48005,1.0,0.669725,0.826446,-0.1321,0.0,-0.297696,-0.193535
1984_021,1984,qwen,qwen2.5:14b,0.4531,1.0,0.225125,1.169591,0.2339,1.0,0.2731,1.41844,0.2192,0.0,-0.047975,-0.248849
1984_022,1984,qwen,qwen2.5:14b,0.2761,1.0,0.280629,0.694444,0.4806,1.0,0.619375,1.37931,-0.2045,0.0,-0.338746,-0.684866
1984_023,1984,qwen,qwen2.5:14b,0.4359,1.0,0.37002,0.0,0.47285,1.0,0.661867,2.970297,-0.03695,0.0,-0.291847,-2.970297
1984_024,1984,qwen,qwen2.5:14b,0.0147,1.0,0.363529,0.0,0.17,1.0,0.144467,3.669725,-0.1553,0.0,0.219062,-3.669725
1984_025,1984,qwen,qwen2.5:14b,0.377,1.0,0.1961,2.312139,0.4798,1.0,0.7159,3.571429,-0.1028,0.0,-0.5198,-1.25929
1984_026,1984,qwen,qwen2.5:14b,0.2294,1.0,0.17078,2.5,0.23835,1.0,0.4121,2.247191,-0.00895,0.0,-0.24132,0.252809
1984_027,1984,qwen,qwen2.5:14b,0.4221,1.0,0.3628,0.0,0.47505,1.0,0.51155,1.73913,-0.05295,0.0,-0.14875,-1.73913
1984_028,1984,qwen,qwen2.5:14b,0.2427,1.0,0.514233,1.360544,0.39005,1.0,0.4703,1.190476,-0.14735,0.0,0.043933,0.170068
1984_029,1984,qwen,qwen2.5:14b,0.29735,1.0,0.3478,0.666667,0.35275,1.0,0.438667,2.816901,-0.0554,0.0,-0.090867,-2.150234
1984_030,1984,qwen,qwen2.5:14b,0.4638,1.0,0.3258,1.242236,0.2787,1.0,0.4188,2.721088,0.1851,0.0,-0.093,-1.478852
1984_031,1984,qwen,qwen2.5:14b,0.48315,1.0,0.273244,1.273885,0.4495,1.0,0.374125,0.0,0.03365,0.0,-0.100881,1.273885
1984_032,1984,qwen,qwen2.5:14b,0.42865,1.0,0.313367,0.574713,0.45845,1.0,0.384725,2.380952,-0.0298,0.0,-0.071358,-1.806239
1984_033,1984,qwen,qwen2.5:14b,0.0497,1.0,0.322337,1.724138,0.4221,1.0,0.3591,1.37931,-0.3724,0.0,-0.036763,0.344828
1984_034,1984,qwen,qwen2.5:14b,0.46085,1.0,0.288325,3.184713,0.468,1.0,0.38732,1.550388,-0.00715,0.0,-0.098995,1.634325
1984_035,1984,qwen,qwen2.5:14b,0.4637,1.0,0.7326,0.0,0.48545,1.0,0.5442,0.0,-0.02175,0.0,0.1884,0.0
1984_036,1984,qwen,qwen2.5:14b,0.07655,1.0,0.201283,1.273885,0.44425,1.0,0.55015,0.806452,-0.3677,0.0,-0.348867,0.467433
1984_037,1984,qwen,qwen2.5:14b,0.30515,1.0,0.427157,3.75,0.4919,1.0,0.52035,1.886792,-0.18675,0.0,-0.093193,1.863208
1984_038,1984,qwen,qwen2.5:14b,0.1628,1.0,0.465817,1.818182,0.0386,1.0,0.3619,0.877193,0.1242,0.0,0.103917,0.940989
1984_039,1984,qwen,qwen2.5:14b,0.2418,1.0,0.19589,1.438849,0.4844,1.0,0.53015,2.380952,-0.2426,0.0,-0.33426,-0.942103
1984_040,1984,qwen,qwen2.5:14b,0.2495,1.0,0.492283,2.906977,0.3953,1.0,0.520967,2.542373,-0.1458,0.0,-0.028684,0.364604
1984_041,1984,qwen,qwen2.5:14b,0.288,1.0,0.36742,2.531646,0.4664,1.0,0.6229,1.030928,-0.1784,0.0,-0.25548,1.500718
1984_042,1984,qwen,qwen2.5:14b,0.2294,1.0,0.299229,0.657895,0.4552,1.0,0.546925,0.735294,-0.2258,0.0,-0.247696,-0.077399
1984_043,1984,qwen,qwen2.5:14b,0.46585,1.0,0.268864,1.169591,0.39865,1.0,0.542433,4.347826,0.0672,0.0,-0.273569,-3.178235
1984_044,1984,qwen,qwen2.5:14b,0.47525,1.0,0.26716,0.609756,0.36755,1.0,0.4077,1.980198,0.1077,0.0,-0.14054,-1.370442
1984_045,1984,qwen,qwen2.5:14b,0.2954,1.0,0.21908,1.587302,0.3679,1.0,0.452633,1.020408,-0.0725,0.0,-0.233553,0.566894
1984_046,1984,qwen,qwen2.5:14b,0.409,1.0,0.155987,2.197802,0.44785,1.0,0.43195,2.222222,-0.03885,0.0,-0.275963,-0.02442
1984_047,1984,qwen,qwen2.5:14b,0.45905,1.0,0.359314,3.184713,0.16485,1.0,0.3845,2.941176,0.2942,0.0,-0.025186,0.243537
1984_048,1984,qwen,qwen2.5:14b,0.19945,1.0,0.072536,1.176471,0.42455,1.0,0.432625,2.702703,-0.2251,0.0,-0.360089,-1.526232
1984_049,1984,qwen,qwen2.5:14b,0.4125,1.0,0.29622,1.630435,0.3454,1.0,0.4916,3.797468,0.0671,0.0,-0.19538,-2.167033
animal_farm_000,animal_farm,qwen,qwen2.5:14b,0.3633,1.0,0.302467,1.351351,0.3938,1.0,0.5567,2.142857,-0.0305,0.0,-0.254233,-0.791506
animal_farm_001,animal_farm,qwen,qwen2.5:14b,0.41815,1.0,0.23958,1.851852,0.17,1.0,0.3203,0.934579,0.24815,0.0,-0.08072,0.917273
animal_farm_002,animal_farm,qwen,qwen2.5:14b,0.2998,1.0,0.25226,0.662252,0.34975,1.0,0.355925,2.12766,-0.04995,0.0,-0.103665,-1.465408
animal_farm_003,animal_farm,qwen,qwen2.5:14b,0.40965,1.0,0.402725,1.156069,0.10115,1.0,0.603733,0.952381,0.3085,0.0,-0.201008,0.203688
animal_farm_004,animal_farm,qwen,qwen2.5:14b,0.4589,1.0,0.292843,1.986755,0.4945,1.0,0.847433,0.78125,-0.0356,0.0,-0.55459,1.205505
animal_farm_005,animal_farm,qwen,qwen2.5:14b,0.45765,1.0,0.226278,0.632911,0.4455,1.0,0.430333,4.494382,0.01215,0.0,-0.204055,-3.861471
animal_farm_006,animal_farm,qwen,qwen2.5:14b,0.4716,1.0,0.374914,1.142857,0.31245,1.0,0.51722,2.205882,0.15915,0.0,-0.142306,-1.063025
animal_farm_007,animal_farm,qwen,qwen2.5:14b,0.13085,1.0,0.57775,0.621118,0.37935,1.0,0.41755,1.41844,-0.2485,0.0,0.1602,-0.797322
animal_farm_008,animal_farm,qwen,qwen2.5:14b,0.20095,1.0,0.1855,0.729927,0.36345,1.0,0.348167,3.448276,-0.1625,0.0,-0.162667,-2.718349
animal_farm_009,animal_farm,qwen,qwen2.5:14b,0.4341,1.0,0.2049,0.606061,0.4389,1.0,0.634567,0.909091,-0.0048,0.0,-0.429667,-0.30303
animal_farm_010,animal_farm,qwen,qwen2.5:14b,0.4612,1.0,0.36578,2.531646,0.43445,1.0,0.457533,2.654867,0.02675,0.0,-0.091753,-0.123221
animal_farm_011,animal_farm,qwen,qwen2.5:14b,0.2284,1.0,0.17428,2.040816,0.01085,1.0,0.229475,0.892857,0.21755,0.0,-0.055195,1.147959
animal_farm_012,animal_farm,qwen,qwen2.5:14b,0.49335,1.0,0.380943,0.0,0.4856,1.0,0.645575,1.666667,0.00775,0.0,-0.264632,-1.666667
animal_farm_013,animal_farm,qwen,qwen2.5:14b,0.4734,1.0,0.46387,0.689655,0.465,1.0,0.472725,3.333333,0.0084,0.0,-0.008855,-2.643678
animal_farm_014,animal_farm,qwen,qwen2.5:14b,0.46585,1.0,0.468175,2.112676,0.46945,1.0,0.4136,3.488372,-0.0036,0.0,0.054575,-1.375696
animal_farm_015,animal_farm,qwen,qwen2.5:14b,0.4217,1.0,0.4105,1.459854,0.3715,1.0,0.469567,0.0,0.0502,0.0,-0.059067,1.459854
animal_farm_016,animal_farm,qwen,qwen2.5:14b,0.0386,1.0,0.239917,0.60241,0.4037,1.0,0.545125,1.818182,-0.3651,0.0,-0.305208,-1.215772
animal_farm_017,animal_farm,qwen,qwen2.5:14b,0.38075,1.0,0.257522,1.724138,0.23835,1.0,0.241625,0.75188,0.1424,0.0,0.015897,0.972258
animal_farm_018,animal_farm,qwen,qwen2.5:14b,0.23835,1.0,0.175975,0.662252,0.23835,1.0,0.304367,4.807692,0.0,0.0,-0.128392,-4.14544
animal_farm_019,animal_farm,qwen,qwen2.5:14b,0.35885,1.0,0.403087,0.0,0.48995,1.0,0.740325,5.825243,-0.1311,0.0,-0.337238,-5.825243
animal_farm_020,animal_farm,qwen,qwen2.5:14b,0.3592,1.0,0.2949,0.598802,0.1423,1.0,0.39475,0.0,0.2169,0.0,-0.09985,0.598802
animal_farm_021,animal_farm,qwen,qwen2.5:14b,0.46855,1.0,0.294,1.360544,0.418,1.0,0.475025,0.819672,0.05055,0.0,-0.181025,0.540872
animal_farm_022,animal_farm,qwen,qwen2.5:14b,0.4583,1.0,0.112707,0.0,0.33915,1.0,0.425467,3.478261,0.11915,0.0,-0.31276,-3.478261
animal_farm_023,animal_farm,qwen,qwen2.5:14b,0.34915,1.0,0.203444,1.388889,0.43445,1.0,0.4177,0.757576,-0.0853,0.0,-0.214256,0.631313
animal_farm_024,animal_farm,qwen,qwen2.5:14b,0.4746,1.0,0.439433,2.040816,0.09335,1.0,0.3516,2.222222,0.38125,0.0,0.087833,-0.181406
animal_farm_025,animal_farm,qwen,qwen2.5:14b,0.1806,1.0,0.093975,1.829268,0.24695,1.0,0.243725,2.631579,-0.06635,0.0,-0.14975,-0.802311
animal_farm_026,animal_farm,qwen,qwen2.5:14b,0.3951,1.0,0.319533,2.424242,0.26335,1.0,0.336325,3.333333,0.13175,0.0,-0.016792,-0.909091
animal_farm_027,animal_farm,qwen,qwen2.5:14b,0.3548,1.0,0.26227,0.0,0.45005,1.0,0.550975,2.325581,-0.09525,0.0,-0.288705,-2.325581
animal_farm_028,animal_farm,qwen,qwen2.5:14b,0.2353,1.0,0.189912,1.041667,0.2215,1.0,0.223525,1.941748,0.0138,0.0,-0.033613,-0.900081
animal_farm_029,animal_farm,qwen,qwen2.5:14b,0.418,1.0,0.3908,1.212121,0.46745,1.0,0.602767,3.191489,-0.04945,0.0,-0.211967,-1.979368
