passage_id,book,model_key,model_name,s_f1,s_f2,s_f3,s_f4,i_f1,i_f2,i_f3,i_f4,delta_f1,delta_f2,delta_f3,delta_f4
1984_035,1984,phi,phi4-mini,0.4637,1.0,0.7326,0.0,0.48055,1.0,0.531529,1.408451,-0.01685,0.0,0.201071,-1.408451
1984_036,1984,phi,phi4-mini,0.07655,1.0,0.201283,1.273885,0.07655,1.0,0.42856,3.550296,0.0,0.0,-0.227277,-2.276411
1984_037,1984,phi,phi4-mini,0.30515,1.0,0.427157,3.75,0.46875,1.0,0.453317,1.298701,-0.1636,0.0,-0.02616,2.451299
1984_038,1984,phi,phi4-mini,0.1628,1.0,0.465817,1.818182,0.4037,1.0,0.50865,2.083333,-0.2409,0.0,-0.042833,-0.265151
1984_039,1984,phi,phi4-mini,0.2418,1.0,0.19589,1.438849,0.48525,1.0,0.722817,1.568627,-0.24345,0.0,-0.526927,-0.129778
1984_040,1984,phi,phi4-mini,0.2495,1.0,0.492283,2.906977,0.42145,1.0,0.6689,3.351955,-0.17195,0.0,-0.176617,-0.444978
1984_041,1984,phi,phi4-mini,0.288,1.0,0.36742,2.531646,0.49025,1.0,0.5405,1.449275,-0.20225,0.0,-0.17308,1.082371
1984_042,1984,phi,phi4-mini,0.2294,1.0,0.299229,0.657895,0.4562,1.0,0.470775,2.352941,-0.2268,0.0,-0.171546,-1.695046
1984_043,1984,phi,phi4-mini,0.46585,1.0,0.268864,1.169591,0.4449,1.0,0.78265,3.361345,0.02095,0.0,-0.513786,-2.191754
1984_044,1984,phi,phi4-mini,0.47525,1.0,0.26716,0.609756,0.4471,1.0,0.5657,2.5,0.02815,0.0,-0.29854,-1.890244
1984_045,1984,phi,phi4-mini,0.2954,1.0,0.21908,1.587302,0.27115,1.0,0.4776,4.918033,0.02425,0.0,-0.25852,-3.330731
1984_046,1984,phi,phi4-mini,0.409,1.0,0.155987,2.197802,0.4789,1.0,0.74795,1.25,-0.0699,0.0,-0.591963,0.947802
1984_047,1984,phi,phi4-mini,0.45905,1.0,0.359314,3.184713,0.4305,1.0,0.664425,2.259887,0.02855,0.0,-0.305111,0.924826
1984_048,1984,phi,phi4-mini,0.19945,1.0,0.072536,1.176471,0.473,1.0,0.46878,1.069519,-0.27355,0.0,-0.396244,0.106952
1984_049,1984,phi,phi4-mini,0.4125,1.0,0.29622,1.630435,0.4807,1.0,0.5893,2.212389,-0.0682,0.0,-0.29308,-0.581954
animal_farm_000,animal_farm,phi,phi4-mini,0.3633,1.0,0.302467,1.351351,0.3005,1.0,0.28622,1.666667,0.0628,0.0,0.016247,-0.315316
animal_farm_001,animal_farm,phi,phi4-mini,0.41815,1.0,0.23958,1.851852,0.49475,1.0,0.91,0.769231,-0.0766,0.0,-0.67042,1.082621
animal_farm_002,animal_farm,phi,phi4-mini,0.2998,1.0,0.25226,0.662252,0.46085,1.0,0.76445,1.111111,-0.16105,0.0,-0.51219,-0.448859
animal_farm_003,animal_farm,phi,phi4-mini,0.40965,1.0,0.402725,1.156069,0.4829,1.0,0.592687,3.125,-0.07325,0.0,-0.189962,-1.968931
animal_farm_004,animal_farm,phi,phi4-mini,0.4589,1.0,0.292843,1.986755,0.48485,1.0,0.605333,1.265823,-0.02595,0.0,-0.31249,0.720932
animal_farm_005,animal_farm,phi,phi4-mini,0.45765,1.0,0.226278,0.632911,0.36755,1.0,0.283967,2.912621,0.0901,0.0,-0.057689,-2.27971
animal_farm_006,animal_farm,phi,phi4-mini,0.4716,1.0,0.374914,1.142857,0.47015,1.0,0.639111,2.42915,0.00145,0.0,-0.264197,-1.286293
animal_farm_007,animal_farm,phi,phi4-mini,0.13085,1.0,0.57775,0.621118,0.3715,1.0,0.258075,0.826446,-0.24065,0.0,0.319675,-0.205328
animal_farm_008,animal_farm,phi,phi4-mini,0.20095,1.0,0.1855,0.729927,0.0258,1.0,0.161837,2.641509,0.17515,0.0,0.023663,-1.911582
animal_farm_009,animal_farm,phi,phi4-mini,0.4341,1.0,0.2049,0.606061,0.49345,1.0,0.6035,3.731343,-0.05935,0.0,-0.3986,-3.125282
animal_farm_010,animal_farm,phi,phi4-mini,0.4612,1.0,0.36578,2.531646,0.46435,1.0,0.3513,1.578947,-0.00315,0.0,0.01448,0.952699
animal_farm_011,animal_farm,phi,phi4-mini,0.2284,1.0,0.17428,2.040816,0.488,1.0,0.543233,2.293578,-0.2596,0.0,-0.368953,-0.252762
animal_farm_012,animal_farm,phi,phi4-mini,0.49335,1.0,0.380943,0.0,0.1909,1.0,0.213125,1.176471,0.30245,0.0,0.167818,-1.176471
animal_farm_013,animal_farm,phi,phi4-mini,0.4734,1.0,0.46387,0.689655,0.48855,1.0,0.653171,1.694915,-0.01515,0.0,-0.189301,-1.00526
animal_farm_014,animal_farm,phi,phi4-mini,0.46585,1.0,0.468175,2.112676,0.4778,1.0,0.695333,1.923077,-0.01195,0.0,-0.227158,0.189599
animal_farm_015,animal_farm,phi,phi4-mini,0.4217,1.0,0.4105,1.459854,0.20095,1.0,0.20095,1.754386,0.22075,0.0,0.20955,-0.294532
animal_farm_016,animal_farm,phi,phi4-mini,0.0386,1.0,0.239917,0.60241,0.31845,1.0,0.452757,1.626016,-0.27985,0.0,-0.21284,-1.023606
animal_farm_017,animal_farm,phi,phi4-mini,0.38075,1.0,0.257522,1.724138,0.43125,1.0,0.461067,2.189781,-0.0505,0.0,-0.203545,-0.465643
animal_farm_018,animal_farm,phi,phi4-mini,0.23835,1.0,0.175975,0.662252,0.4714,1.0,0.475033,2.970297,-0.23305,0.0,-0.299058,-2.308045
animal_farm_019,animal_farm,phi,phi4-mini,0.35885,1.0,0.403087,0.0,0.2014,1.0,0.519,3.389831,0.15745,0.0,-0.115913,-3.389831
animal_farm_020,animal_farm,phi,phi4-mini,0.3592,1.0,0.2949,0.598802,0.41235,1.0,0.29345,1.652893,-0.05315,0.0,0.00145,-1.054091
animal_farm_021,animal_farm,phi,phi4-mini,0.46855,1.0,0.294,1.360544,0.4375,1.0,0.4595,1.5625,0.03105,0.0,-0.1655,-0.201956
animal_farm_022,animal_farm,phi,phi4-mini,0.4583,1.0,0.112707,0.0,0.48005,1.0,0.731867,1.886792,-0.02175,0.0,-0.61916,-1.886792
animal_farm_023,animal_farm,phi,phi4-mini,0.34915,1.0,0.203444,1.388889,0.1851,1.0,0.438587,2.287582,0.16405,0.0,-0.235143,-0.898693
animal_farm_024,animal_farm,phi,phi4-mini,0.4746,1.0,0.439433,2.040816,0.4952,1.0,0.447312,1.30719,-0.0206,0.0,-0.007879,0.733626
animal_farm_025,animal_farm,phi,phi4-mini,0.1806,1.0,0.093975,1.829268,0.4699,1.0,0.34075,2.347418,-0.2893,0.0,-0.246775,-0.51815
animal_farm_026,animal_farm,phi,phi4-mini,0.3951,1.0,0.319533,2.424242,0.492,1.0,0.657217,2.846975,-0.0969,0.0,-0.337684,-0.422733
animal_farm_027,animal_farm,phi,phi4-mini,0.3548,1.0,0.26227,0.0,0.5,1.0,0.176926,1.110993,-0.1452,0.0,0.085344,-1.110993
animal_farm_028,animal_farm,phi,phi4-mini,0.2353,1.0,0.189912,1.041667,0.08895,1.0,0.1633,0.507614,0.14635,0.0,0.026612,0.534053
animal_farm_029,animal_farm,phi,phi4-mini,0.418,1.0,0.3908,1.212121,0.2787,1.0,0.1858,1.020408,0.1393,0.0,0.205,0.191713
animal_farm_030,animal_farm,phi,phi4-mini,0.19695,1.0,0.188825,0.606061,0.45345,1.0,0.3514,0.303951,-0.2565,0.0,-0.162575,0.30211
animal_farm_031,animal_farm,phi,phi4-mini,0.1909,0.0,0.3818,0.0,0.2997,1.0,0.08895,0.490196,-0.1088,-1.0,0.29285,-0.490196
animal_farm_032,animal_farm,phi,phi4-mini,0.2981,1.0,0.259343,0.0,0.4417,1.0,0.388225,0.0,-0.1436,0.0,-0.128882,0.0
animal_farm_033,animal_farm,phi,phi4-mini,0.1911,1.0,0.478689,2.409639,0.26335,1.0,0.0841,1.320132,-0.07225,0.0,0.394589,1.089507
animal_farm_034,animal_farm,phi,phi4-mini,0.28945,1.0,0.401767,0.0,0.3625,1.0,0.111167,1.403509,-0.07305,0.0,0.2906,-1.403509
animal_farm_035,animal_farm,phi,phi4-mini,0.17635,1.0,0.127155,0.0,0.4776,1.0,0.35725,0.304878,-0.30125,0.0,-0.230095,-0.304878
animal_farm_036,animal_farm,phi,phi4-mini,0.4847,1.0,0.390089,0.0,0.2997,1.0,0.14985,1.142857,0.185,0.0,0.240239,-1.142857
animal_farm_037,animal_farm,phi,phi4-mini,0.31845,1.0,0.43964,0.60241,0.41125,1.0,0.293617,0.743494,-0.0928,0.0,0.146023,-0.141084
animal_farm_038,animal_farm,phi,phi4-mini,0.4211,1.0,0.3572,0.595238,0.4316,1.0,0.229714,0.96463,-0.0105,0.0,0.127486,-0.369392
animal_farm_039,animal_farm,phi,phi4-mini,0.34965,1.0,0.35226,0.558659,0.17,1.0,0.08885,0.42735,0.17965,0.0,0.26341,0.131309
animal_farm_040,animal_farm,phi,phi4-mini,0.4902,1.0,0.49825,0.584795,0.4423,1.0,0.42064,1.060071,0.0479,0.0,0.07761,-0.475276
animal_farm_041,animal_farm,phi,phi4-mini,0.20155,1.0,0.40464,1.923077,0.455,1.0,0.202671,1.655629,-0.25345,0.0,0.201969,0.267448
animal_farm_042,animal_farm,phi,phi4-mini,0.46965,1.0,0.438333,0.632911,0.23835,1.0,0.18316,0.0,0.2313,0.0,0.255173,0.632911
animal_farm_043,animal_farm,phi,phi4-mini,0.4762,1.0,0.49616,0.0,0.3943,1.0,0.276557,0.849858,0.0819,0.0,0.219603,-0.849858
animal_farm_044,animal_farm,phi,phi4-mini,0.4158,1.0,0.22798,0.0,0.3548,1.0,0.342575,1.25,0.061,0.0,-0.114595,-1.25
animal_farm_045,animal_farm,phi,phi4-mini,0.4603,1.0,0.276929,0.613497,0.0129,1.0,0.1254,0.0,0.4474,0.0,0.151529,0.613497
animal_farm_046,animal_farm,phi,phi4-mini,0.4683,1.0,0.23666,1.219512,0.2787,1.0,0.281567,0.49505,0.1896,0.0,-0.044907,0.724462
animal_farm_047,animal_farm,phi,phi4-mini,0.2294,1.0,0.334571,0.0,0.2997,1.0,0.118133,1.219512,-0.0703,0.0,0.216438,-1.219512
animal_farm_048,animal_farm,phi,phi4-mini,0.3592,1.0,0.328483,1.818182,0.3454,1.0,0.20395,1.102941,0.0138,0.0,0.124533,0.715241
animal_farm_049,animal_farm,phi,phi4-mini,0.4531,1.0,0.29918,0.671141,0.125,1.0,0.12755,0.571429,0.3281,0.0,0.17163,0.099712
fahrenheit_000,fahrenheit,phi,phi4-mini,0.4662,1.0,0.30654,0.561798,0.4375,1.0,0.6697,0.584795,0.0287,0.0,-0.36316,-0.022997
fahrenheit_001,fahrenheit,phi,phi4-mini,0.4228,1.0,0.16605,1.129944,0.05135,1.0,0.434633,1.156069,0.37145,0.0,-0.268583,-0.026125
fahrenheit_002,fahrenheit,phi,phi4-mini,0.44415,1.0,0.106092,1.075269,0.32765,1.0,0.067527,0.3663,0.1165,0.0,0.038565,0.708969
fahrenheit_003,fahrenheit,phi,phi4-mini,0.04425,1.0,0.242708,2.259887,0.3953,1.0,0.259075,0.657895,-0.35105,0.0,-0.016367,1.601992
fahrenheit_004,fahrenheit,phi,phi4-mini,0.4729,1.0,0.413967,0.684932,0.44025,1.0,0.18972,0.682594,0.03265,0.0,0.224247,0.002338
fahrenheit_005,fahrenheit,phi,phi4-mini,0.38195,1.0,0.186277,1.807229,0.45405,1.0,0.364933,0.625,-0.0721,0.0,-0.178656,1.182229
fahrenheit_006,fahrenheit,phi,phi4-mini,0.29295,1.0,0.107536,0.537634,0.418,1.0,0.14315,1.056338,-0.12505,0.0,-0.035614,-0.518704
fahrenheit_007,fahrenheit,phi,phi4-mini,0.47985,1.0,0.39804,2.205882,0.44515,1.0,0.194637,1.176471,0.0347,0.0,0.203403,1.029411
fahrenheit_008,fahrenheit,phi,phi4-mini,0.4423,1.0,0.144028,0.515464,0.401,1.0,0.3426,1.886792,0.0413,0.0,-0.198572,-1.371328
fahrenheit_009,fahrenheit,phi,phi4-mini,0.3716,1.0,0.375525,1.183432,0.3953,1.0,0.4076,0.706714,-0.0237,0.0,-0.032075,0.476718
fahrenheit_010,fahrenheit,phi,phi4-mini,0.28235,1.0,0.4117,0.787402,0.31245,1.0,0.170086,0.60423,-0.0301,0.0,0.241614,0.183172
fahrenheit_011,fahrenheit,phi,phi4-mini,0.1174,1.0,0.4106,1.875,0.32985,1.0,0.2721,0.526316,-0.21245,0.0,0.1385,1.348684
fahrenheit_012,fahrenheit,phi,phi4-mini,0.4482,1.0,0.109964,0.549451,0.4734,1.0,0.331367,0.358423,-0.0252,0.0,-0.221403,0.191028
fahrenheit_013,fahrenheit,phi,phi4-mini,0.4781,1.0,0.411827,0.0,0.32985,1.0,0.125875,0.346021,0.14825,0.0,0.285952,-0.346021
fahrenheit_014,fahrenheit,phi,phi4-mini,0.42405,1.0,0.231443,0.0,0.38835,1.0,0.1838,1.119403,0.0357,0.0,0.047643,-1.119403
fahrenheit_015,fahrenheit,phi,phi4-mini,0.46365,1.0,0.42845,1.369863,0.2896,1.0,0.424475,0.315457,0.17405,0.0,0.003975,1.054406
fahrenheit_016,fahrenheit,phi,phi4-mini,0.479,1.0,0.075978,1.826484,0.21075,1.0,0.189143,0.406504,0.26825,0.0,-0.113165,1.41998
fahrenheit_017,fahrenheit,phi,phi4-mini,0.2151,1.0,0.244615,1.630435,0.1691,1.0,0.264,0.352113,0.046,0.0,-0.019385,1.278322
fahrenheit_018,fahrenheit,phi,phi4-mini,0.45435,1.0,0.281825,0.546448,0.46185,1.0,0.32055,0.828729,-0.0075,0.0,-0.038725,-0.282281
fahrenheit_019,fahrenheit,phi,phi4-mini,0.4337,1.0,0.253815,0.591716,0.28595,1.0,0.167725,0.0,0.14775,0.0,0.08609,0.591716
fahrenheit_020,fahrenheit,phi,phi4-mini,0.4763,1.0,0.407267,0.0,0.44995,1.0,0.198175,0.0,0.02635,0.0,0.209092,0.0
fahrenheit_021,fahrenheit,phi,phi4-mini,0.24955,1.0,0.318736,1.5625,0.42955,1.0,0.2735,1.060071,-0.18,0.0,0.045236,0.502429
fahrenheit_022,fahrenheit,phi,phi4-mini,0.3671,1.0,0.169571,1.449275,0.3448,1.0,0.155787,0.589971,0.0223,0.0,0.013784,0.859304
fahrenheit_023,fahrenheit,phi,phi4-mini,0.3508,1.0,0.249633,1.234568,0.2997,1.0,0.4313,0.0,0.0511,0.0,-0.181667,1.234568
fahrenheit_024,fahrenheit,phi,phi4-mini,0.12405,1.0,0.229833,2.12766,0.425,1.0,0.220357,0.309598,-0.30095,0.0,0.009476,1.818062
fahrenheit_025,fahrenheit,phi,phi4-mini,0.3286,1.0,0.24165,0.0,0.45845,1.0,0.24415,1.449275,-0.12985,0.0,-0.0025,-1.449275
fahrenheit_026,fahrenheit,phi,phi4-mini,0.42465,1.0,0.217309,0.0,0.21075,1.0,0.187225,1.408451,0.2139,0.0,0.030084,-1.408451
fahrenheit_027,fahrenheit,phi,phi4-mini,0.4572,1.0,0.320042,3.067485,0.125,1.0,0.187475,0.0,0.3322,0.0,0.132567,3.067485
fahrenheit_028,fahrenheit,phi,phi4-mini,0.0258,1.0,0.343667,2.068966,0.20095,1.0,0.142457,0.0,-0.17515,0.0,0.20121,2.068966
fahrenheit_029,fahrenheit,phi,phi4-mini,0.17,1.0,0.34,0.990099,0.17,1.0,0.09095,1.657459,0.0,0.0,0.24905,-0.66736
fahrenheit_030,fahrenheit,phi,phi4-mini,0.4403,1.0,0.397075,0.606061,0.31845,1.0,0.1561,0.0,0.12185,0.0,0.240975,0.606061
fahrenheit_031,fahrenheit,phi,phi4-mini,0.42595,1.0,0.124433,1.212121,0.46685,1.0,0.520867,1.086957,-0.0409,0.0,-0.396434,0.125164
fahrenheit_032,fahrenheit,phi,phi4-mini,0.33225,1.0,0.254382,0.0,0.2287,1.0,0.07075,0.740741,0.10355,0.0,0.183632,-0.740741
fahrenheit_033,fahrenheit,phi,phi4-mini,0.366,1.0,0.33338,0.0,0.39225,1.0,0.27414,1.388889,-0.02625,0.0,0.05924,-1.388889
fahrenheit_034,fahrenheit,phi,phi4-mini,0.27885,1.0,0.104221,2.197802,0.11235,1.0,0.153287,1.515152,0.1665,0.0,-0.049066,0.68265
fahrenheit_035,fahrenheit,phi,phi4-mini,0.3454,1.0,0.29238,0.719424,0.3753,1.0,0.1785,1.234568,-0.0299,0.0,0.11388,-0.515144
fahrenheit_036,fahrenheit,phi,phi4-mini,0.49045,1.0,0.326982,1.604278,0.3498,1.0,0.178462,0.361011,0.14065,0.0,0.14852,1.243267
fahrenheit_037,fahrenheit,phi,phi4-mini,0.44545,1.0,0.46131,0.0,0.20025,1.0,0.116271,0.716846,0.2452,0.0,0.345039,-0.716846
fahrenheit_038,fahrenheit,phi,phi4-mini,0.40475,1.0,0.115533,0.0,0.4417,1.0,0.148889,0.355872,-0.03695,0.0,-0.033356,-0.355872
fahrenheit_039,fahrenheit,phi,phi4-mini,0.4245,1.0,0.203682,0.578035,0.23835,1.0,0.146322,0.931677,0.18615,0.0,0.05736,-0.353642
fahrenheit_040,fahrenheit,phi,phi4-mini,0.47775,1.0,0.184289,2.339181,0.21075,1.0,0.311157,0.363636,0.267,0.0,-0.126868,1.975545
fahrenheit_041,fahrenheit,phi,phi4-mini,0.4231,1.0,0.193054,0.0,0.37125,1.0,0.23746,0.324675,0.05185,0.0,-0.044406,-0.324675
fahrenheit_042,fahrenheit,phi,phi4-mini,0.42075,1.0,0.169378,0.0,0.3825,1.0,0.218787,0.930233,0.03825,0.0,-0.049409,-0.930233
fahrenheit_043,fahrenheit,phi,phi4-mini,0.15355,1.0,0.123146,0.0,0.36965,1.0,0.191417,0.634921,-0.2161,0.0,-0.068271,-0.634921
fahrenheit_044,fahrenheit,phi,phi4-mini,0.47235,1.0,0.200978,2.068966,0.3238,1.0,0.133517,0.900901,0.14855,0.0,0.067461,1.168065
fahrenheit_045,fahrenheit,phi,phi4-mini,0.48445,1.0,0.160853,0.502513,0.22395,1.0,0.24362,1.129944,0.2605,0.0,-0.082767,-0.627431
fahrenheit_046,fahrenheit,phi,phi4-mini,0.48995,1.0,0.292353,1.570681,0.443,1.0,0.227683,0.3663,0.04695,0.0,0.06467,1.204381
fahrenheit_047,fahrenheit,phi,phi4-mini,0.4791,1.0,0.34409,0.0,0.29295,1.0,0.22335,1.169591,0.18615,0.0,0.12074,-1.169591
fahrenheit_048,fahrenheit,phi,phi4-mini,0.4268,1.0,0.188,2.564103,0.10555,1.0,0.140611,0.0,0.32125,0.0,0.047389,2.564103
fahrenheit_049,fahrenheit,phi,phi4-mini,0.357,1.0,0.6983,0.0,0.4846,1.0,0.44735,1.265823,-0.1276,0.0,0.25095,-1.265823
iron_heel_000,iron_heel,phi,phi4-mini,0.4868,1.0,0.689367,1.30719,0.3889,1.0,0.22866,0.636943,0.0979,0.0,0.460707,0.670247
iron_heel_001,iron_heel,phi,phi4-mini,0.4736,1.0,0.321633,1.123596,0.276,1.0,0.184,0.0,0.1976,0.0,0.137633,1.123596
iron_heel_002,iron_heel,phi,phi4-mini,0.49545,1.0,0.568556,0.561798,0.0129,1.0,0.08995,0.0,0.48255,0.0,0.478606,0.561798
iron_heel_003,iron_heel,phi,phi4-mini,0.41025,1.0,0.278087,1.219512,0.4355,1.0,0.345525,1.030928,-0.02525,0.0,-0.067438,0.188584
iron_heel_004,iron_heel,phi,phi4-mini,0.41125,1.0,0.25444,0.0,0.4556,1.0,0.238829,0.735294,-0.04435,0.0,0.015611,-0.735294
iron_heel_005,iron_heel,phi,phi4-mini,0.4721,1.0,0.441067,2.380952,0.46765,1.0,0.238125,1.923077,0.00445,0.0,0.202942,0.457875
iron_heel_006,iron_heel,phi,phi4-mini,0.03895,1.0,0.659917,0.574713,0.148,1.0,0.2993,0.0,-0.10905,0.0,0.360617,0.574713
iron_heel_007,iron_heel,phi,phi4-mini,0.38585,1.0,0.260915,2.312139,0.1366,1.0,0.083586,1.140684,0.24925,0.0,0.177329,1.171455
iron_heel_008,iron_heel,phi,phi4-mini,0.47745,1.0,0.380267,0.0,0.28595,1.0,0.202483,0.396825,0.1915,0.0,0.177784,-0.396825
iron_heel_009,iron_heel,phi,phi4-mini,0.3715,1.0,0.121845,3.314917,0.443,1.0,0.128754,0.319489,-0.0715,0.0,-0.006909,2.995428
iron_heel_010,iron_heel,phi,phi4-mini,0.46745,1.0,0.327486,0.657895,0.4078,1.0,0.283533,1.120448,0.05965,0.0,0.043953,-0.462553
iron_heel_011,iron_heel,phi,phi4-mini,0.37595,1.0,0.28287,0.598802,0.1806,1.0,0.204425,0.909091,0.19535,0.0,0.078445,-0.310289
iron_heel_012,iron_heel,phi,phi4-mini,0.2657,1.0,0.2228,0.531915,0.0,1.0,0.0,0.0,0.2657,0.0,0.2228,0.531915
iron_heel_013,iron_heel,phi,phi4-mini,0.3102,1.0,0.27632,2.030457,0.17,1.0,0.179033,0.606061,0.1402,0.0,0.097287,1.424396
iron_heel_014,iron_heel,phi,phi4-mini,0.48525,1.0,0.354433,1.675978,0.2787,1.0,0.294325,0.757576,0.20655,0.0,0.060108,0.918402
iron_heel_015,iron_heel,phi,phi4-mini,0.25,1.0,0.239025,0.0,0.3712,1.0,0.110767,1.269841,-0.1212,0.0,0.128258,-1.269841
iron_heel_016,iron_heel,phi,phi4-mini,0.4464,1.0,0.503233,1.020408,0.20095,1.0,0.177743,1.626016,0.24545,0.0,0.32549,-0.605608
iron_heel_017,iron_heel,phi,phi4-mini,0.49235,1.0,0.654443,0.0,0.451,1.0,0.59345,1.538462,0.04135,0.0,0.060993,-1.538462
iron_heel_018,iron_heel,phi,phi4-mini,0.24535,1.0,0.23474,2.173913,0.19595,1.0,0.143943,1.574803,0.0494,0.0,0.090797,0.59911
iron_heel_019,iron_heel,phi,phi4-mini,0.47795,1.0,0.312123,1.06383,0.3715,1.0,0.149857,0.823045,0.10645,0.0,0.162266,0.240785
iron_heel_020,iron_heel,phi,phi4-mini,0.4871,1.0,0.443936,2.105263,0.38585,1.0,0.357133,1.260504,0.10125,0.0,0.086803,0.844759
iron_heel_021,iron_heel,phi,phi4-mini,0.2467,1.0,0.318017,0.512821,0.44965,1.0,0.461517,0.5,-0.20295,0.0,-0.1435,0.012821
iron_heel_022,iron_heel,phi,phi4-mini,0.11315,1.0,0.3478,0.537634,0.1868,1.0,0.206412,0.35461,-0.07365,0.0,0.141388,0.183024
iron_heel_023,iron_heel,phi,phi4-mini,0.48295,1.0,0.412714,1.470588,0.43765,1.0,0.202,0.793651,0.0453,0.0,0.210714,0.676937
iron_heel_024,iron_heel,phi,phi4-mini,0.05185,1.0,0.340818,1.485149,0.38565,1.0,0.191425,0.749064,-0.3338,0.0,0.149393,0.736085
iron_heel_025,iron_heel,phi,phi4-mini,0.36345,1.0,0.306314,0.689655,0.08805,1.0,0.288487,1.875,0.2754,0.0,0.017827,-1.185345
iron_heel_026,iron_heel,phi,phi4-mini,0.425,1.0,0.1671,0.609756,0.3905,1.0,0.173891,2.016129,0.0345,0.0,-0.006791,-1.406373
iron_heel_027,iron_heel,phi,phi4-mini,0.48705,1.0,0.481629,2.873563,0.3825,1.0,0.141043,0.338983,0.10455,0.0,0.340586,2.53458
iron_heel_028,iron_heel,phi,phi4-mini,0.46155,1.0,0.426062,2.325581,0.3548,1.0,0.29186,0.595238,0.10675,0.0,0.134202,1.730343
iron_heel_029,iron_heel,phi,phi4-mini,0.0386,1.0,0.116677,0.505051,0.148,1.0,0.101967,0.0,-0.1094,0.0,0.01471,0.505051
iron_heel_030,iron_heel,phi,phi4-mini,0.4279,1.0,0.342983,0.5,0.0129,1.0,0.2194,0.684932,0.415,0.0,0.123583,-0.184932
iron_heel_031,iron_heel,phi,phi4-mini,0.2264,1.0,0.268557,1.796407,0.41125,1.0,0.2602,0.7109,-0.18485,0.0,0.008357,1.085507
iron_heel_032,iron_heel,phi,phi4-mini,0.48485,1.0,0.352378,0.0,0.26035,1.0,0.10414,2.202643,0.2245,0.0,0.248238,-2.202643
iron_heel_033,iron_heel,phi,phi4-mini,0.4862,1.0,0.318867,0.502513,0.10115,1.0,0.313917,0.769231,0.38505,0.0,0.00495,-0.266718
iron_heel_034,iron_heel,phi,phi4-mini,0.125,1.0,0.46755,0.75188,0.20095,1.0,0.069533,0.526316,-0.07595,0.0,0.398017,0.225564
iron_heel_035,iron_heel,phi,phi4-mini,0.2193,1.0,0.191453,1.111111,0.28595,1.0,0.271357,1.041667,-0.06665,0.0,-0.079904,0.069444
iron_heel_036,iron_heel,phi,phi4-mini,0.1591,1.0,0.26747,1.129944,0.148,1.0,0.148,0.75188,0.0111,0.0,0.11947,0.378064
iron_heel_037,iron_heel,phi,phi4-mini,0.29975,1.0,0.26493,2.259887,0.3548,1.0,0.39385,1.056338,-0.05505,0.0,-0.12892,1.203549
iron_heel_038,iron_heel,phi,phi4-mini,0.49105,1.0,0.302389,2.824859,0.44035,1.0,0.4858,0.380228,0.0507,0.0,-0.183411,2.444631
iron_heel_039,iron_heel,phi,phi4-mini,0.4822,1.0,0.283022,0.0,0.42775,1.0,0.241514,0.980392,0.05445,0.0,0.041508,-0.980392
iron_heel_040,iron_heel,phi,phi4-mini,0.07155,1.0,0.1533,0.515464,0.064,1.0,0.187512,0.687285,0.00755,0.0,-0.034212,-0.171821
iron_heel_041,iron_heel,phi,phi4-mini,0.4074,1.0,0.42706,1.818182,0.42405,1.0,0.235871,0.974026,-0.01665,0.0,0.191189,0.844156
iron_heel_042,iron_heel,phi,phi4-mini,0.3953,1.0,0.3295,0.0,0.10115,1.0,0.10235,0.492611,0.29415,0.0,0.22715,-0.492611
iron_heel_043,iron_heel,phi,phi4-mini,0.43205,1.0,0.2922,0.0,0.45065,1.0,0.31035,1.030928,-0.0186,0.0,-0.01815,-1.030928
iron_heel_044,iron_heel,phi,phi4-mini,0.3982,1.0,0.24952,1.020408,0.26335,1.0,0.263325,1.937984,0.13485,0.0,-0.013805,-0.917576
iron_heel_045,iron_heel,phi,phi4-mini,0.4745,1.0,0.20103,0.0,0.43895,1.0,0.3179,0.70922,0.03555,0.0,-0.11687,-0.70922
iron_heel_046,iron_heel,phi,phi4-mini,0.463,1.0,0.243444,2.97619,0.148,1.0,0.12366,1.526718,0.315,0.0,0.119784,1.449472
iron_heel_047,iron_heel,phi,phi4-mini,0.4214,1.0,0.31015,3.703704,0.4392,1.0,0.2431,0.982801,-0.0178,0.0,0.06705,2.720903
iron_heel_048,iron_heel,phi,phi4-mini,0.44285,1.0,0.2657,0.0,0.39645,1.0,0.27846,1.158301,0.0464,0.0,-0.01276,-1.158301
iron_heel_049,iron_heel,phi,phi4-mini,0.4252,1.0,0.44739,0.0,0.42955,1.0,0.29096,1.470588,-0.00435,0.0,0.15643,-1.470588
time_machine_000,time_machine,phi,phi4-mini,0.4157,1.0,0.31992,0.540541,0.2294,1.0,0.2099,0.0,0.1863,0.0,0.11002,0.540541
time_machine_001,time_machine,phi,phi4-mini,0.42765,1.0,0.294686,0.526316,0.4037,1.0,0.275425,1.204819,0.02395,0.0,0.019261,-0.678503
time_machine_002,time_machine,phi,phi4-mini,0.33285,1.0,0.185146,0.0,0.4691,1.0,0.340486,1.196172,-0.13625,0.0,-0.15534,-1.196172
time_machine_003,time_machine,phi,phi4-mini,0.15225,1.0,0.239012,0.555556,0.36345,1.0,0.237087,1.305483,-0.2112,0.0,0.001925,-0.749927
time_machine_004,time_machine,phi,phi4-mini,0.44415,1.0,0.383514,1.530612,0.34,1.0,0.067608,0.8,0.10415,0.0,0.315906,0.730612
